Response_ID,Submitted_DateTime,WO_No,Machine_ID,Cell_ID,Checklist_ID,Item_No,Check_Point,Result,Measured_Value,Observation,Photo_Link,Action_Taken,Tech_ID,Follow_Up_Required,Follow_Up_WO
CR-90319,2026-01-19T10:12:00,WO-1018,MC-02-006,CELL-02,CL-GEN,3,Guard and interlock function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-006_3.jpg,Adjusted and re-verified,TECH-03,No,
CR-90320,2026-01-19T10:12:00,WO-1018,MC-02-006,CELL-02,CL-GEN,4,Lubrication as per chart,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-006_4.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90321,2026-01-19T10:12:00,WO-1018,MC-02-006,CELL-02,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-03,No,
CR-90322,2026-01-19T10:12:00,WO-1018,MC-02-006,CELL-02,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-03,No,
CR-90323,2026-01-19T10:41:00,WO-1018,MC-02-007,CELL-02,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-03,No,
CR-90324,2026-01-19T10:41:00,WO-1018,MC-02-007,CELL-02,CL-GEN,2,Fastener tightness check,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-007_2.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90325,2026-01-19T10:41:00,WO-1018,MC-02-007,CELL-02,CL-GEN,3,Guard and interlock function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-007_3.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90326,2026-01-19T10:41:00,WO-1018,MC-02-007,CELL-02,CL-GEN,4,Lubrication as per chart,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-007_4.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90327,2026-01-19T10:41:00,WO-1018,MC-02-007,CELL-02,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-03,No,
CR-90328,2026-01-19T10:41:00,WO-1018,MC-02-007,CELL-02,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-03,No,
CR-90329,2026-01-19T11:51:00,WO-1018,MC-02-008,CELL-02,CL-VISION,1,Camera lens cleanliness,OK,,Within standard,,No action,TECH-01,No,
CR-90330,2026-01-19T11:51:00,WO-1018,MC-02-008,CELL-02,CL-VISION,2,Lighting intensity,OK,49.5,Within standard,,No action,TECH-01,No,
CR-90331,2026-01-19T11:51:00,WO-1018,MC-02-008,CELL-02,CL-VISION,3,Reject gate actuation,OK,,Within standard,,No action,TECH-01,No,
CR-90332,2026-01-19T11:51:00,WO-1018,MC-02-008,CELL-02,CL-VISION,4,Master sample pass/fail check,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-008_4.jpg,Adjusted and re-verified,TECH-01,No,
CR-90333,2026-01-22T07:59:00,WO-1019,MC-03-009,CELL-03,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-04,No,
CR-90334,2026-01-22T07:59:00,WO-1019,MC-03-009,CELL-03,CL-PRESS,2,Clutch & brake air pressure,OK,59.8,Within standard,,No action,TECH-04,No,
CR-90335,2026-01-22T07:59:00,WO-1019,MC-03-009,CELL-03,CL-PRESS,3,Die clamping bolt torque,OK,7.9,Within standard,,No action,TECH-04,No,
CR-90336,2026-01-22T07:59:00,WO-1019,MC-03-009,CELL-03,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-04,No,
CR-90337,2026-01-22T07:59:00,WO-1019,MC-03-009,CELL-03,CL-PRESS,5,Flywheel bearing temperature,OK,14.9,Within standard,,No action,TECH-04,No,
CR-90338,2026-01-22T07:59:00,WO-1019,MC-03-009,CELL-03,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-04,No,
CR-90339,2026-01-22T07:59:00,WO-1019,MC-03-009,CELL-03,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-04,No,
CR-90340,2026-01-22T07:59:00,WO-1019,MC-03-009,CELL-03,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-04,No,
CR-90341,2026-01-22T09:32:00,WO-1019,MC-03-010,CELL-03,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-05,No,
CR-90342,2026-01-22T09:32:00,WO-1019,MC-03-010,CELL-03,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-05,No,
CR-90343,2026-01-22T09:32:00,WO-1019,MC-03-010,CELL-03,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-05,No,
CR-90344,2026-01-22T09:32:00,WO-1019,MC-03-010,CELL-03,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-05,No,
CR-90345,2026-01-22T09:32:00,WO-1019,MC-03-010,CELL-03,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-05,No,
CR-90346,2026-01-22T09:32:00,WO-1019,MC-03-010,CELL-03,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-05,No,
CR-90347,2026-01-22T11:28:00,WO-1019,MC-03-011,CELL-03,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-06,No,
CR-90348,2026-01-22T11:28:00,WO-1019,MC-03-011,CELL-03,CL-PRESS,2,Clutch & brake air pressure,OK,10.1,Within standard,,No action,TECH-06,No,
CR-90349,2026-01-22T11:28:00,WO-1019,MC-03-011,CELL-03,CL-PRESS,3,Die clamping bolt torque,OK,25.5,Within standard,,No action,TECH-06,No,
CR-90350,2026-01-22T11:28:00,WO-1019,MC-03-011,CELL-03,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-06,No,
CR-90351,2026-01-22T11:28:00,WO-1019,MC-03-011,CELL-03,CL-PRESS,5,Flywheel bearing temperature,OK,6.8,Within standard,,No action,TECH-06,No,
CR-90352,2026-01-22T11:28:00,WO-1019,MC-03-011,CELL-03,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-06,No,
CR-90353,2026-01-22T11:28:00,WO-1019,MC-03-011,CELL-03,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-06,No,
CR-90354,2026-01-22T11:28:00,WO-1019,MC-03-011,CELL-03,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-06,No,
CR-90355,2026-01-22T12:06:00,WO-1019,MC-03-012,CELL-03,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-04,No,
CR-90356,2026-01-22T12:06:00,WO-1019,MC-03-012,CELL-03,CL-TEST,2,Test lead / probe condition,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-03-012_2.jpg,Adjusted and re-verified,TECH-04,No,
CR-90357,2026-01-22T12:06:00,WO-1019,MC-03-012,CELL-03,CL-TEST,3,Reference standard verification,NOT OK,57.1,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-03-012_3.jpg,Adjusted and re-verified,TECH-04,No,
CR-90358,2026-01-22T12:06:00,WO-1019,MC-03-012,CELL-03,CL-TEST,4,Earthing of test bench,OK,6.9,Within standard,,No action,TECH-04,No,
CR-90359,2026-01-22T12:06:00,WO-1019,MC-03-012,CELL-03,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-04,No,
CR-90360,2026-02-03T08:15:00,WO-1020,MC-04-013,CELL-04,CL-FILL,1,Vibrator motor mounting bolts,OK,,Within standard,,No action,TECH-06,No,
CR-90361,2026-02-03T08:15:00,WO-1020,MC-04-013,CELL-04,CL-FILL,2,Sand hopper level sensor,OK,,Within standard,,No action,TECH-06,No,
CR-90362,2026-02-03T08:15:00,WO-1020,MC-04-013,CELL-04,CL-FILL,3,Filling nozzle wear,OK,59.3,Within standard,,No action,TECH-06,No,
CR-90363,2026-02-03T08:15:00,WO-1020,MC-04-013,CELL-04,CL-FILL,4,Compaction cycle time,OK,47.4,Within standard,,No action,TECH-06,No,
CR-90364,2026-02-03T08:15:00,WO-1020,MC-04-013,CELL-04,CL-FILL,5,Dust extraction suction,OK,13.1,Within standard,,No action,TECH-06,No,
CR-90365,2026-02-03T08:15:00,WO-1020,MC-04-013,CELL-04,CL-FILL,6,Conveyor belt tracking,OK,,Within standard,,No action,TECH-06,No,
CR-90366,2026-02-03T08:15:00,WO-1020,MC-04-013,CELL-04,CL-FILL,7,PLC battery status,OK,,Within standard,,No action,TECH-06,No,
CR-90367,2026-02-03T10:03:00,WO-1020,MC-04-014,CELL-04,CL-FILL,1,Vibrator motor mounting bolts,OK,,Within standard,,No action,TECH-05,No,
CR-90368,2026-02-03T10:03:00,WO-1020,MC-04-014,CELL-04,CL-FILL,2,Sand hopper level sensor,OK,,Within standard,,No action,TECH-05,No,
CR-90369,2026-02-03T10:03:00,WO-1020,MC-04-014,CELL-04,CL-FILL,3,Filling nozzle wear,OK,20.4,Within standard,,No action,TECH-05,No,
CR-90370,2026-02-03T10:03:00,WO-1020,MC-04-014,CELL-04,CL-FILL,4,Compaction cycle time,OK,9.7,Within standard,,No action,TECH-05,No,
CR-90371,2026-02-03T10:03:00,WO-1020,MC-04-014,CELL-04,CL-FILL,5,Dust extraction suction,OK,54.1,Within standard,,No action,TECH-05,No,
CR-90372,2026-02-03T10:03:00,WO-1020,MC-04-014,CELL-04,CL-FILL,6,Conveyor belt tracking,OK,,Within standard,,No action,TECH-05,No,
CR-90373,2026-02-03T10:03:00,WO-1020,MC-04-014,CELL-04,CL-FILL,7,PLC battery status,OK,,Within standard,,No action,TECH-05,No,
CR-90374,2026-02-03T11:41:00,WO-1020,MC-04-015,CELL-04,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-01,No,
CR-90375,2026-02-03T11:41:00,WO-1020,MC-04-015,CELL-04,CL-OVEN,2,Steam trap operation,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-04-015_2.jpg,Adjusted and re-verified,TECH-01,Yes,
CR-90376,2026-02-03T11:41:00,WO-1020,MC-04-015,CELL-04,CL-OVEN,3,Temperature sensor calibration,NOT OK,52.1,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-04-015_3.jpg,Adjusted and re-verified,TECH-01,Yes,
CR-90377,2026-02-03T11:41:00,WO-1020,MC-04-015,CELL-04,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-01,No,
CR-90378,2026-02-03T11:41:00,WO-1020,MC-04-015,CELL-04,CL-OVEN,5,Insulation surface temperature,NOT OK,22.1,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-04-015_5.jpg,Adjusted and re-verified,TECH-01,No,
CR-90379,2026-02-03T11:41:00,WO-1020,MC-04-015,CELL-04,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-01,No,
CR-90380,2026-02-03T10:57:00,WO-1020,MC-04-016,CELL-04,CL-UTIL,1,Motor current draw,OK,44.8,Within standard,,No action,TECH-05,No,
CR-90381,2026-02-03T10:57:00,WO-1020,MC-04-016,CELL-04,CL-UTIL,2,Vibration level at bearing,OK,32,Within standard,,No action,TECH-05,No,
CR-90382,2026-02-03T10:57:00,WO-1020,MC-04-016,CELL-04,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-05,No,
CR-90383,2026-02-03T10:57:00,WO-1020,MC-04-016,CELL-04,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-05,No,
CR-90384,2026-02-03T10:57:00,WO-1020,MC-04-016,CELL-04,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-05,No,
CR-90385,2026-02-12T08:46:00,WO-1021,MC-05-017,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-06,No,
CR-90386,2026-02-12T08:46:00,WO-1021,MC-05-017,CELL-05,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-06,No,
CR-90387,2026-02-12T08:46:00,WO-1021,MC-05-017,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,4.6,Within standard,,No action,TECH-06,No,
CR-90388,2026-02-12T08:46:00,WO-1021,MC-05-017,CELL-05,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-06,No,
CR-90389,2026-02-12T08:46:00,WO-1021,MC-05-017,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,29.3,Within standard,,No action,TECH-06,No,
CR-90390,2026-02-12T08:46:00,WO-1021,MC-05-017,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-06,No,
CR-90391,2026-02-12T10:29:00,WO-1021,MC-05-018,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-04,No,
CR-90392,2026-02-12T10:29:00,WO-1021,MC-05-018,CELL-05,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-04,No,
CR-90393,2026-02-12T10:29:00,WO-1021,MC-05-018,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,27.2,Within standard,,No action,TECH-04,No,
CR-90394,2026-02-12T10:29:00,WO-1021,MC-05-018,CELL-05,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-04,No,
CR-90395,2026-02-12T10:29:00,WO-1021,MC-05-018,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,54.1,Within standard,,No action,TECH-04,No,
CR-90396,2026-02-12T10:29:00,WO-1021,MC-05-018,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-04,No,
CR-90397,2026-02-12T10:31:00,WO-1021,MC-05-019,CELL-05,CL-UTIL,1,Motor current draw,OK,38.4,Within standard,,No action,TECH-03,No,
CR-90398,2026-02-12T10:31:00,WO-1021,MC-05-019,CELL-05,CL-UTIL,2,Vibration level at bearing,OK,33.4,Within standard,,No action,TECH-03,No,
CR-90399,2026-02-12T10:31:00,WO-1021,MC-05-019,CELL-05,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-03,No,
CR-90400,2026-02-12T10:31:00,WO-1021,MC-05-019,CELL-05,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-03,No,
CR-90401,2026-02-12T10:31:00,WO-1021,MC-05-019,CELL-05,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-03,No,
CR-90402,2026-02-12T12:15:00,WO-1021,MC-05-020,CELL-05,CL-UTIL,1,Motor current draw,OK,36.7,Within standard,,No action,TECH-03,No,
CR-90403,2026-02-12T12:15:00,WO-1021,MC-05-020,CELL-05,CL-UTIL,2,Vibration level at bearing,OK,6.9,Within standard,,No action,TECH-03,No,
CR-90404,2026-02-12T12:15:00,WO-1021,MC-05-020,CELL-05,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-03,No,
CR-90405,2026-02-12T12:15:00,WO-1021,MC-05-020,CELL-05,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-03,No,
CR-90406,2026-02-12T12:15:00,WO-1021,MC-05-020,CELL-05,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-03,No,
CR-90407,2026-02-23T08:53:00,WO-1022,MC-06-021,CELL-06,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-04,No,
CR-90408,2026-02-23T08:53:00,WO-1022,MC-06-021,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-04,No,
CR-90409,2026-02-23T08:53:00,WO-1022,MC-06-021,CELL-06,CL-GEN,3,Guard and interlock function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-021_3.jpg,Adjusted and re-verified,TECH-04,No,
CR-90410,2026-02-23T08:53:00,WO-1022,MC-06-021,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-04,No,
CR-90411,2026-02-23T08:53:00,WO-1022,MC-06-021,CELL-06,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-04,No,
CR-90412,2026-02-23T08:53:00,WO-1022,MC-06-021,CELL-06,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-04,No,
CR-90413,2026-02-23T10:11:00,WO-1022,MC-06-022,CELL-06,CL-PRESS,1,Slide / ram guideway lubrication,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-022_1.jpg,Adjusted and re-verified,TECH-03,No,
CR-90414,2026-02-23T10:11:00,WO-1022,MC-06-022,CELL-06,CL-PRESS,2,Clutch & brake air pressure,NOT OK,44.9,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-022_2.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90415,2026-02-23T10:11:00,WO-1022,MC-06-022,CELL-06,CL-PRESS,3,Die clamping bolt torque,OK,8.7,Within standard,,No action,TECH-03,No,
CR-90416,2026-02-23T10:11:00,WO-1022,MC-06-022,CELL-06,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-03,No,
CR-90417,2026-02-23T10:11:00,WO-1022,MC-06-022,CELL-06,CL-PRESS,5,Flywheel bearing temperature,OK,4.5,Within standard,,No action,TECH-03,No,
CR-90418,2026-02-23T10:11:00,WO-1022,MC-06-022,CELL-06,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-03,No,
CR-90419,2026-02-23T10:11:00,WO-1022,MC-06-022,CELL-06,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-03,No,
CR-90420,2026-02-23T10:11:00,WO-1022,MC-06-022,CELL-06,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-03,No,
CR-90421,2026-02-23T10:52:00,WO-1022,MC-06-023,CELL-06,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-05,No,
CR-90422,2026-02-23T10:52:00,WO-1022,MC-06-023,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-05,No,
CR-90423,2026-02-23T10:52:00,WO-1022,MC-06-023,CELL-06,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-05,No,
CR-90424,2026-02-23T10:52:00,WO-1022,MC-06-023,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-05,No,
CR-90425,2026-02-23T10:52:00,WO-1022,MC-06-023,CELL-06,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-05,No,
CR-90426,2026-02-23T10:52:00,WO-1022,MC-06-023,CELL-06,CL-GEN,6,Abnormal noise / vibration,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-023_6.jpg,Adjusted and re-verified,TECH-05,No,
CR-90427,2026-02-23T11:27:00,WO-1022,MC-06-024,CELL-06,CL-TEST,1,Calibration validity,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-024_1.jpg,Adjusted and re-verified,TECH-04,No,
CR-90428,2026-02-23T11:27:00,WO-1022,MC-06-024,CELL-06,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-04,No,
CR-90429,2026-02-23T11:27:00,WO-1022,MC-06-024,CELL-06,CL-TEST,3,Reference standard verification,NOT OK,10.1,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-024_3.jpg,Adjusted and re-verified,TECH-04,No,
CR-90430,2026-02-23T11:27:00,WO-1022,MC-06-024,CELL-06,CL-TEST,4,Earthing of test bench,OK,51,Within standard,,No action,TECH-04,No,
CR-90431,2026-02-23T11:27:00,WO-1022,MC-06-024,CELL-06,CL-TEST,5,Interlock and guard function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-024_5.jpg,Adjusted and re-verified,TECH-04,Yes,
CR-90432,2026-02-20T07:55:00,WO-1023,MC-07-025,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-06,No,
CR-90433,2026-02-20T07:55:00,WO-1023,MC-07-025,CELL-07,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-06,No,
CR-90434,2026-02-20T07:55:00,WO-1023,MC-07-025,CELL-07,CL-TEST,3,Reference standard verification,OK,19.2,Within standard,,No action,TECH-06,No,
CR-90435,2026-02-20T07:55:00,WO-1023,MC-07-025,CELL-07,CL-TEST,4,Earthing of test bench,OK,21,Within standard,,No action,TECH-06,No,
CR-90436,2026-02-20T07:55:00,WO-1023,MC-07-025,CELL-07,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-06,No,
CR-90437,2026-02-20T10:37:00,WO-1023,MC-07-026,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-01,No,
CR-90438,2026-02-20T10:37:00,WO-1023,MC-07-026,CELL-07,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-01,No,
CR-90439,2026-02-20T10:37:00,WO-1023,MC-07-026,CELL-07,CL-TEST,3,Reference standard verification,OK,5.1,Within standard,,No action,TECH-01,No,
CR-90440,2026-02-20T10:37:00,WO-1023,MC-07-026,CELL-07,CL-TEST,4,Earthing of test bench,OK,44.7,Within standard,,No action,TECH-01,No,
CR-90441,2026-02-20T10:37:00,WO-1023,MC-07-026,CELL-07,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-01,No,
CR-90442,2026-02-20T11:15:00,WO-1023,MC-07-027,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-01,No,
CR-90443,2026-02-20T11:15:00,WO-1023,MC-07-027,CELL-07,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-01,No,
CR-90444,2026-02-20T11:15:00,WO-1023,MC-07-027,CELL-07,CL-TEST,3,Reference standard verification,OK,27.8,Within standard,,No action,TECH-01,No,
CR-90445,2026-02-20T11:15:00,WO-1023,MC-07-027,CELL-07,CL-TEST,4,Earthing of test bench,OK,10.3,Within standard,,No action,TECH-01,No,
CR-90446,2026-02-20T11:15:00,WO-1023,MC-07-027,CELL-07,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-01,No,
CR-90447,2026-03-01T09:23:00,WO-1024,MC-08-028,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-04,No,
CR-90448,2026-03-01T09:23:00,WO-1024,MC-08-028,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-04,No,
CR-90449,2026-03-01T09:23:00,WO-1024,MC-08-028,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-04,No,
CR-90450,2026-03-01T09:23:00,WO-1024,MC-08-028,CELL-08,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-04,No,
CR-90451,2026-03-01T09:23:00,WO-1024,MC-08-028,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-04,No,
CR-90452,2026-03-01T09:23:00,WO-1024,MC-08-028,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-04,No,
CR-90453,2026-03-01T09:26:00,WO-1024,MC-08-029,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-05,No,
CR-90454,2026-03-01T09:26:00,WO-1024,MC-08-029,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-05,No,
CR-90455,2026-03-01T09:26:00,WO-1024,MC-08-029,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-05,No,
CR-90456,2026-03-01T09:26:00,WO-1024,MC-08-029,CELL-08,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-05,No,
CR-90457,2026-03-01T09:26:00,WO-1024,MC-08-029,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-05,No,
CR-90458,2026-03-01T09:26:00,WO-1024,MC-08-029,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-05,No,
CR-90459,2026-03-01T11:14:00,WO-1024,MC-08-030,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-06,No,
CR-90460,2026-03-01T11:14:00,WO-1024,MC-08-030,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-06,No,
CR-90461,2026-03-01T11:14:00,WO-1024,MC-08-030,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-06,No,
CR-90462,2026-03-01T11:14:00,WO-1024,MC-08-030,CELL-08,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-06,No,
CR-90463,2026-03-01T11:14:00,WO-1024,MC-08-030,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-06,No,
CR-90464,2026-03-01T11:14:00,WO-1024,MC-08-030,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-06,No,
CR-90465,2026-03-12T09:17:00,WO-1025,MC-01-001,CELL-01,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-04,No,
CR-90466,2026-03-12T09:17:00,WO-1025,MC-01-001,CELL-01,CL-PRESS,2,Clutch & brake air pressure,OK,42.5,Within standard,,No action,TECH-04,No,
CR-90467,2026-03-12T09:17:00,WO-1025,MC-01-001,CELL-01,CL-PRESS,3,Die clamping bolt torque,OK,30.5,Within standard,,No action,TECH-04,No,
CR-90468,2026-03-12T09:17:00,WO-1025,MC-01-001,CELL-01,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-04,No,
CR-90469,2026-03-12T09:17:00,WO-1025,MC-01-001,CELL-01,CL-PRESS,5,Flywheel bearing temperature,OK,50.2,Within standard,,No action,TECH-04,No,
CR-90470,2026-03-12T09:17:00,WO-1025,MC-01-001,CELL-01,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-04,No,
CR-90471,2026-03-12T09:17:00,WO-1025,MC-01-001,CELL-01,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-04,No,
CR-90472,2026-03-12T09:17:00,WO-1025,MC-01-001,CELL-01,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-04,No,
CR-90473,2026-03-12T09:29:00,WO-1025,MC-01-002,CELL-01,CL-FEED,1,Feed roller wear,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-002_1.jpg,Adjusted and re-verified,TECH-03,No,
CR-90474,2026-03-12T09:29:00,WO-1025,MC-01-002,CELL-01,CL-FEED,2,Servo backlash check,OK,5.6,Within standard,,No action,TECH-03,No,
CR-90475,2026-03-12T09:29:00,WO-1025,MC-01-002,CELL-01,CL-FEED,3,Strip guide alignment,OK,19.5,Within standard,,No action,TECH-03,No,
CR-90476,2026-03-12T09:29:00,WO-1025,MC-01-002,CELL-01,CL-FEED,4,Lubrication unit level,OK,,Within standard,,No action,TECH-03,No,
