AbnormalityID,Source,SourceRefID,MachineID,MachineName,CellID,CellName,Area,Category,Severity,Description,ReportedByTechID,ReportedByName,ReportedDate,Status,ClosedDate,CorrectiveAction,OwnerFunction,EscalationRequired,PhotoURL
ABN-00008,PM Checklist,WO-00026,MC-001,CNC Lathe TL-01,CELL-01,CNC Turning Line A,Machine Shop,Loose / missing fastener,Medium,Task 3: Check coolant concentration - outside standard (6 - 9 %),TECH-03,Mohammed Rafi,2026-03-09,Closed,2026-03-20,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-001_8.jpg
ABN-00009,PM Checklist,WO-00026,MC-001,CNC Lathe TL-01,CELL-01,CNC Turning Line A,Machine Shop,Abnormal noise,Low,Task 8: Check hydraulic pressure - outside standard (35 - 40 bar),TECH-03,Mohammed Rafi,2026-03-09,Closed,2026-03-13,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-001_9.jpg
ABN-00131,QR Walk-by,,MC-022,Leak Test Rig LT-01,CELL-05,Assembly Line 1,Assembly,Overheating,Low,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2026-03-10,Closed,2026-04-11,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-022_131.jpg
ABN-00118,QR Walk-by,,MC-021,Assembly Stn AS-03,CELL-05,Assembly Line 1,Assembly,Safety device bypassed,Medium,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2026-03-24,Closed,2026-04-27,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-021_118.jpg
ABN-00203,QR Walk-by,,MC-030,Weld Compressor AC-02,CELL-07,Robotic Welding Bay,Fabrication,Oil / coolant leak,Medium,Observed during shop floor round - logged via machine QR,TECH-03,Mohammed Rafi,2026-03-29,Closed,2026-04-27,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-030_203.jpg
ABN-00050,PM Checklist,WO-00150,MC-014,Sealed Quench SQ-01,CELL-04,Heat Treatment,Heat Treat,Abnormal vibration,Low,Task 2: Thermocouple calibration check (all zones) - outside standard (+/- 3 deg C of master),TECH-05,Prakash R,2026-04-06,Closed,2026-04-13,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-014_50.jpg
ABN-00090,QR Walk-by,,MC-030,Weld Compressor AC-02,CELL-07,Robotic Welding Bay,Fabrication,Wiring / cable damage,Medium,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2026-04-11,Closed,2026-05-04,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-030_90.jpg
ABN-00122,QR Walk-by,,MC-028,Robot Weld Cell RW-02,CELL-07,Robotic Welding Bay,Fabrication,Housekeeping / 5S issue,Medium,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2026-04-12,Closed,2026-05-14,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-028_122.jpg
ABN-00051,PM Checklist,WO-00152,MC-016,Tempering Furnace TF-01,CELL-04,Heat Treatment,Heat Treat,Oil / coolant leak,High,Task 8: Burner flame condition and flame-failure trip test - outside standard (Trips within 3 s),TECH-06,Deepak Nair,2026-04-15,Closed,2026-04-25,Corrective action completed and verified,Maintenance,Yes,/sites/PMSystem/Photos/MC-016_51.jpg
ABN-00125,QR Walk-by,,MC-003,CNC Lathe TL-03,CELL-01,CNC Turning Line A,Machine Shop,Abnormal noise,Low,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2026-04-18,Closed,2026-05-10,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-003_125.jpg
ABN-00112,QR Walk-by,,MC-006,CNC Lathe TL-04,CELL-02,CNC Turning Line B,Machine Shop,Abnormal vibration,Medium,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2026-04-27,Closed,2026-05-08,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-006_112.jpg
ABN-00164,QR Walk-by,,MC-032,Hyd Press HP-02,CELL-08,Press Shop,Fabrication,Loose / missing fastener,Medium,Observed during shop floor round - logged via machine QR,TECH-05,Prakash R,2026-04-28,Closed,2026-05-30,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-032_164.jpg
ABN-00108,QR Walk-by,,MC-030,Weld Compressor AC-02,CELL-07,Robotic Welding Bay,Fabrication,Warning lamp / alarm active,Medium,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2026-05-07,Closed,2026-05-26,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-030_108.jpg
ABN-00116,QR Walk-by,,MC-030,Weld Compressor AC-02,CELL-07,Robotic Welding Bay,Fabrication,Safety device bypassed,Medium,Observed during shop floor round - logged via machine QR,TECH-04,Vignesh S,2026-05-09,Closed,2026-05-18,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-030_116.jpg
ABN-00013,PM Checklist,WO-00033,MC-003,CNC Lathe TL-03,CELL-01,CNC Turning Line A,Machine Shop,Abnormal vibration,Low,Task 1: Lock out / tag out verified before start - outside standard (LOTO applied),TECH-03,Mohammed Rafi,2026-05-13,Closed,2026-05-24,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-003_13.jpg
ABN-00155,QR Walk-by,,MC-028,Robot Weld Cell RW-02,CELL-07,Robotic Welding Bay,Fabrication,Abnormal vibration,Low,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2026-05-17,Closed,2026-06-09,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-028_155.jpg
ABN-00093,QR Walk-by,,MC-024,Paint Booth PB-01,CELL-06,Paint & Finishing,Finishing,Abnormal noise,Low,Observed during shop floor round - logged via machine QR,TECH-03,Mohammed Rafi,2026-05-21,Closed,2026-05-30,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-024_93.jpg
ABN-00169,QR Walk-by,,MC-005,Chip Conveyor CC-01,CELL-01,CNC Turning Line A,Machine Shop,Air leak,Low,Observed during shop floor round - logged via machine QR,TECH-04,Vignesh S,2026-05-22,Closed,2026-06-14,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-005_169.jpg
ABN-00190,QR Walk-by,,MC-028,Robot Weld Cell RW-02,CELL-07,Robotic Welding Bay,Fabrication,Safety device bypassed,High,Observed during shop floor round - logged via machine QR,TECH-08,Karthik V,2026-05-24,Closed,2026-06-08,Rectified during next available window,Safety,Yes,/sites/PMSystem/Photos/MC-028_190.jpg
ABN-00189,QR Walk-by,,MC-028,Robot Weld Cell RW-02,CELL-07,Robotic Welding Bay,Fabrication,Oil / coolant leak,Low,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2026-05-27,Closed,2026-06-24,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-028_189.jpg
ABN-00196,QR Walk-by,,MC-003,CNC Lathe TL-03,CELL-01,CNC Turning Line A,Machine Shop,Housekeeping / 5S issue,Medium,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2026-06-03,Closed,2026-07-03,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-003_196.jpg
ABN-00109,QR Walk-by,,MC-003,CNC Lathe TL-03,CELL-01,CNC Turning Line A,Machine Shop,Air leak,Medium,Observed during shop floor round - logged via machine QR,TECH-05,Prakash R,2026-06-04,Closed,2026-07-13,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-003_109.jpg
ABN-00070,PM Checklist,WO-00243,MC-029,Positioner PZ-01,CELL-07,Robotic Welding Bay,Fabrication,Corrosion / rust,High,Task 1: Lock out / tag out verified before start - outside standard (LOTO applied),TECH-09,Sathish Kumar,2026-06-19,In Progress,,,Production,Yes,/sites/PMSystem/Photos/MC-029_70.jpg
ABN-00071,PM Checklist,WO-00243,MC-029,Positioner PZ-01,CELL-07,Robotic Welding Bay,Fabrication,Loose / missing fastener,Medium,Task 4: Bearing greasing as per lube chart - outside standard (All points),TECH-09,Sathish Kumar,2026-06-19,Closed,2026-07-14,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-029_71.jpg
ABN-00072,PM Checklist,WO-00243,MC-029,Positioner PZ-01,CELL-07,Robotic Welding Bay,Fabrication,Warning lamp / alarm active,Low,Task 6: Air / oil filter condition - outside standard (Clean or replace),TECH-09,Sathish Kumar,2026-06-19,Closed,2026-07-19,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-029_72.jpg
ABN-00063,PM Checklist,WO-00208,MC-022,Leak Test Rig LT-01,CELL-05,Assembly Line 1,Assembly,Oil / coolant leak,Medium,Task 3: Torque tool calibration verification - outside standard (+/- 3 % of setpoint),TECH-10,Naveen Raj,2026-06-20,Closed,2026-07-17,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-022_63.jpg
ABN-00023,PM Checklist,WO-00079,MC-009,VMC MC-02,CELL-02,CNC Turning Line B,Machine Shop,Overheating,Low,Task 3: Check coolant concentration - outside standard (6 - 9 %),TECH-02,Suresh Babu,2026-06-23,Closed,2026-07-12,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-009_23.jpg
ABN-00024,PM Checklist,WO-00079,MC-009,VMC MC-02,CELL-02,CNC Turning Line B,Machine Shop,Warning lamp / alarm active,Low,Task 9: Verify axis home position repeatability - outside standard (<= 0.005 mm),TECH-02,Suresh Babu,2026-06-23,Closed,2026-07-07,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-009_24.jpg
ABN-00117,QR Walk-by,,MC-007,CNC Lathe TL-05,CELL-02,CNC Turning Line B,Machine Shop,Oil / coolant leak,Low,Observed during shop floor round - logged via machine QR,TECH-01,Arun Kumar,2026-07-04,Closed,2026-07-29,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-007_117.jpg
ABN-00175,QR Walk-by,,MC-029,Positioner PZ-01,CELL-07,Robotic Welding Bay,Fabrication,Abnormal noise,Medium,Observed during shop floor round - logged via machine QR,TECH-03,Mohammed Rafi,2026-07-04,Closed,2026-08-04,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-029_175.jpg
ABN-00069,PM Checklist,WO-00242,MC-028,Robot Weld Cell RW-02,CELL-07,Robotic Welding Bay,Fabrication,Oil / coolant leak,Medium,Task 4: Shielding gas flow and leak check - outside standard (15 - 20 L/min),TECH-04,Vignesh S,2026-07-06,Closed,2026-07-21,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-028_69.jpg
ABN-00034,PM Checklist,WO-00108,MC-010,Gear Hobber GH-01,CELL-03,Gear Cutting Cell,Machine Shop,Oil / coolant leak,High,"Task 6: Inspect timing belts / drive couplings - outside standard (No crack, correct tension)",TECH-01,Arun Kumar,2026-07-08,Closed,2026-08-05,Corrective action completed and verified,Safety,Yes,/sites/PMSystem/Photos/MC-010_34.jpg
ABN-00052,PM Checklist,WO-00156,MC-015,Sealed Quench SQ-02,CELL-04,Heat Treatment,Heat Treat,Warning lamp / alarm active,High,Task 2: Thermocouple calibration check (all zones) - outside standard (+/- 3 deg C of master),TECH-06,Deepak Nair,2026-07-11,Closed,2026-07-16,Corrective action completed and verified,Production,Yes,/sites/PMSystem/Photos/MC-015_52.jpg
ABN-00035,PM Checklist,WO-00109,MC-011,Gear Hobber GH-02,CELL-03,Gear Cutting Cell,Machine Shop,Damaged guard or cover,Medium,"Task 2: Clean machine bed, swarf tray and coolant filter - outside standard (Filter clear)",TECH-03,Mohammed Rafi,2026-07-15,In Progress,,,Safety,No,/sites/PMSystem/Photos/MC-011_35.jpg
ABN-00036,PM Checklist,WO-00109,MC-011,Gear Hobber GH-02,CELL-03,Gear Cutting Cell,Machine Shop,Abnormal vibration,Medium,Task 4: Work spindle bearing temperature - outside standard (<= 60 deg C),TECH-03,Mohammed Rafi,2026-07-15,Open,,,Safety,No,/sites/PMSystem/Photos/MC-011_36.jpg
ABN-00206,QR Walk-by,,MC-019,Assembly Stn AS-01,CELL-05,Assembly Line 1,Assembly,Warning lamp / alarm active,Medium,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2026-07-21,Closed,2026-08-30,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-019_206.jpg
ABN-00154,QR Walk-by,,MC-027,Robot Weld Cell RW-01,CELL-07,Robotic Welding Bay,Fabrication,Air leak,Medium,Observed during shop floor round - logged via machine QR,TECH-08,Karthik V,2026-07-24,Closed,2026-08-20,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-027_154.jpg
ABN-00120,QR Walk-by,,MC-002,CNC Lathe TL-02,CELL-01,CNC Turning Line A,Machine Shop,Wiring / cable damage,Low,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2026-07-26,Open,,,Production,No,/sites/PMSystem/Photos/MC-002_120.jpg
ABN-00087,QR Walk-by,,MC-016,Tempering Furnace TF-01,CELL-04,Heat Treatment,Heat Treat,Housekeeping / 5S issue,High,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2026-07-29,Closed,2026-08-22,Rectified during next available window,Safety,Yes,/sites/PMSystem/Photos/MC-016_87.jpg
ABN-00098,QR Walk-by,,MC-020,Assembly Stn AS-02,CELL-05,Assembly Line 1,Assembly,Warning lamp / alarm active,Low,Observed during shop floor round - logged via machine QR,TECH-03,Mohammed Rafi,2026-07-29,Closed,2026-08-08,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-020_98.jpg
ABN-00077,QR Walk-by,,MC-013,Deburring Unit DB-01,CELL-03,Gear Cutting Cell,Machine Shop,Corrosion / rust,High,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2026-08-04,Open,,,Production,Yes,/sites/PMSystem/Photos/MC-013_77.jpg
ABN-00161,QR Walk-by,,MC-002,CNC Lathe TL-02,CELL-01,CNC Turning Line A,Machine Shop,Abnormal vibration,Low,Observed during shop floor round - logged via machine QR,TECH-04,Vignesh S,2026-08-04,In Progress,,,Maintenance,No,/sites/PMSystem/Photos/MC-002_161.jpg
ABN-00128,QR Walk-by,,MC-011,Gear Hobber GH-02,CELL-03,Gear Cutting Cell,Machine Shop,Housekeeping / 5S issue,Low,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2026-08-07,Closed,2026-09-09,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-011_128.jpg
ABN-00129,QR Walk-by,,MC-018,HT Compressor AC-01,CELL-04,Heat Treatment,Heat Treat,Wiring / cable damage,Low,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2026-08-07,Open,,,Production,No,/sites/PMSystem/Photos/MC-018_129.jpg
ABN-00204,QR Walk-by,,MC-031,Hyd Press HP-01,CELL-08,Press Shop,Fabrication,Loose / missing fastener,Low,Observed during shop floor round - logged via machine QR,TECH-04,Vignesh S,2026-08-07,Open,,,Production,No,/sites/PMSystem/Photos/MC-031_204.jpg
ABN-00214,QR Walk-by,,MC-004,Bar Feeder BF-01,CELL-01,CNC Turning Line A,Machine Shop,Oil / coolant leak,Medium,Observed during shop floor round - logged via machine QR,TECH-03,Mohammed Rafi,2026-08-09,Closed,2026-09-11,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-004_214.jpg
ABN-00170,QR Walk-by,,MC-003,CNC Lathe TL-03,CELL-01,CNC Turning Line A,Machine Shop,Wiring / cable damage,Medium,Observed during shop floor round - logged via machine QR,TECH-05,Prakash R,2026-08-22,In Progress,,,Maintenance,No,/sites/PMSystem/Photos/MC-003_170.jpg
ABN-00076,PM Checklist,WO-00258,MC-033,Press Feeder PF-01,CELL-08,Press Shop,Fabrication,Housekeeping / 5S issue,High,Task 2: General cleaning and housekeeping - outside standard (No debris),TECH-09,Sathish Kumar,2026-08-24,Open,,,Production,Yes,/sites/PMSystem/Photos/MC-033_76.jpg
ABN-00157,QR Walk-by,,MC-009,VMC MC-02,CELL-02,CNC Turning Line B,Machine Shop,Housekeeping / 5S issue,Medium,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2026-08-24,Open,,,Maintenance,No,/sites/PMSystem/Photos/MC-009_157.jpg
